,text,favourite_count,retweet_count,created_at
511,"RT @VickerySec: “Ok, Mr. Employer, you don’t want to require your workforce to be vaccinated against covid-19 because it makes you feel may…",0,132,2021-08-02 23:58:28
512,"RT @Sandra__Pyke: #mohdelivers
@MinofHealthUG has launched a self-service portal for individuals fully vaccinated against Covid 19 to acces…",0,91,2021-08-02 23:58:27
513,"RT @RedCross: As the Delta variant spreads, it's more important than ever to get vaccinated. This is the best way you can protect children…",0,60,2021-08-02 23:58:27
514,RT @KJP46: FACT: The COVID-19 vaccines are working.,0,431,2021-08-02 23:58:27
515,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:27
516,"RT @CBSDFW: Texas is seeing numbers of new cases it hasn't seen in five months. There were 13,100 new cases reported Friday. https://t.co/e…",0,92,2021-08-02 23:58:27
517,"RT @Alaska_DHSS: ""I want us to be among each other, that is why I got the shot. I love the people I am with."" Thank you to the @AKPIRG @npa…",0,10,2021-08-02 23:58:27
518,Canada to receive 2.3 million COVID-19 vaccine doses this week https://t.co/6VYyfnBWqh,2,0,2021-08-02 23:58:26
519,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:26
520,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:58:26
521,"RT @dakotanews_now: According to the Fargo Forum report, 100% of residents are fully vaccinated but only 61% of the staff are vaccinated. h…",0,2,2021-08-02 23:58:26
522,"RT @serena_patriot: Impeach Biden for what?

-Strong economy
-High rates of vaccination
-3 available COVID-19 vaccines
-America being respe…",0,1361,2021-08-02 23:58:25
523,RT @bonespur_cadet: Tennessee GOP rep who rejected masks now says COVID-19 is real and dangerous after his 8-month battle with the virus ht…,0,12,2021-08-02 23:58:25
524,RT @Annakhait: The world has been lied to about covid-19.,0,1673,2021-08-02 23:58:25
525,"RT @Koreaboo: Fans Celebrate As TREASURE’s Doyoung and Junghwan Make Their First Public Appearance Since COVID-19 Diagnosis

https://t.co/C…",0,2359,2021-08-02 23:58:25
526,"""No more beds left"" at Louisiana's largest hospital as Covid-19 cases surge https://t.co/o7NMG5KRYB",0,1,2021-08-02 23:58:25
527,"RT @AaronParnas: Breaking: Florida is now reporting 10,389 total COVID-19 related hospitalizations. 

This is another new record. #GetVacci…",0,511,2021-08-02 23:58:25
528,RT @JDeanWilliams: Can’t believe COVID-19 was renewed for season 2.,0,1235,2021-08-02 23:58:25
529,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:25
530,RT @cjtjgeol: The latest CDC announcement including by Dr Anthony Fauci confirm that vaxed people spread/transmit the Covid-19 virus as muc…,0,62,2021-08-02 23:58:25
531,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:58:25
532,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:58:25
533,"Obama to host COVID-19-compliant birthday party
Social Security's Hearings and Appeals  
Joe Biden IRS Tax I've said it several times but now I think that I don't have this I don't have myself I don't live there no more it's right there https://t.co/vfHyfnBWQn",0,0,2021-08-02 23:58:24
534,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:58:24
535,"St. Charles - Team Home St. Charles Spartans Sports https://t.co/tYpxPhJ1rW 
INFORMATION ABOUT COVID-19 FROM CCPS WHICH INCLUDES ATHLETES FOR FALL SPORTS AND CONDITIONING FOR WINTER AND SPRING WORKOUTS
@StCharlesHS @prorndoff @CoachSchubbe @SCHSBaseball @CoachCampbellSC",0,1,2021-08-02 23:58:24
536,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:58:24
537,"RT @Dierenbach: [1/3] Studies like this is how Sweden kept calm while the rest of the world panicked

Study of patients in 🇸🇪 who died w/CO…",0,369,2021-08-02 23:58:24
538,"RT @AnaCabrera: NEW: 168 students and 3 teachers in quarantine after first week of school in Marion, Arkansas due to positive cases and pos…",0,5972,2021-08-02 23:58:24
539,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:24
540,"Covid-19 latest updates: U.S. hits Biden’s vaccination goal a month late, with 70 percent of adults receiving at l… https://t.co/HBbxl7dK4W",0,0,2021-08-02 23:58:24
541,"RT @mmpadellan: BREAKING: Senator Lindsey Graham has tested positive for COVID-19.

Still testing negative for spine, tho.",0,6425,2021-08-02 23:58:24
542,"RT @tomaskenn: It's wild that while Florida is leading nationwide in Covid-19 cases, hospitalizations, and deaths, Ron Desantis threatens t…",0,217,2021-08-02 23:58:23
543,"RT @WebMD: As public health officials keep track of the contagious Delta variant of COVID-19 across the U.S., the CDC is also watching for…",0,438,2021-08-02 23:58:23
544,RT @Jade_Murray: I need yal to know this is happening here in T&amp;T. A 31-week baby had to be ripped from the mother’s womb today because she…,0,266,2021-08-02 23:58:23
545,"RT @BNODesk: BREAKING: Number of Americans hospitalized with COVID-19 tops 50,000, highest since February",0,704,2021-08-02 23:58:23
546,"RT @8NEWS: The Delta variant could drive Virginia's coronavirus case count past levels seen during January's peak, but more than 60,000 cas…",0,5,2021-08-02 23:58:23
547,"RT @ITGuy1959: More “extremely rare” breakthrough cases..👇

https://t.co/3yOhqokulc",0,4,2021-08-02 23:58:23
548,RT @MarkMeadows: Biden and Harris want you to believe we’re in a COVID-19 emergency while they do nothing to stop this,0,2156,2021-08-02 23:58:23
549,RT @POTUS: This morning I met with members of my COVID-19 response team as we continue to fight the Delta variant surging across the countr…,0,2280,2021-08-02 23:58:23
550,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:58:23
551,RT @LoosaNoosa: @aclennell @GladysB @BradHazzard Concerns grow over high numbers of Queensland children infected with COVID-19 - RN Breakfa…,0,6,2021-08-02 23:58:23
552,"Yukon reports another COVID-19 death, and 7 new cases https://t.co/foFIhR2mWi https://t.co/yPIC3RtelK",2,1,2021-08-02 23:58:22
553,"RT @mmpadellan: BREAKING: Senator Lindsey Graham has tested positive for COVID-19.

Still testing negative for spine, tho.",0,6425,2021-08-02 23:58:22
554,"RT @ImSpeaking13: I think Marjorie Taylor Greene is immune to COVID-19, but distemper is a real concern.",0,503,2021-08-02 23:58:22
